haplotype_id,sample_id,population,country,region,sex,core_haplotype,network_haplotype_group,hierarchy_haplotype_group
AN0064-Cb,AN0064-C,CMS,Cameroon,Zembe-Borongo,F,F4,F4,
AN0065-Ca,AN0065-C,CMS,Cameroon,Zembe-Borongo,F,WT30,WT,
AN0065-Cb,AN0065-C,CMS,Cameroon,Zembe-Borongo,F,F5,F5,F5
AN0066-Ca,AN0066-C,CMS,Cameroon,Zembe-Borongo,F,WT05,WT,F3
AN0066-Cb,AN0066-C,CMS,Cameroon,Zembe-Borongo,F,WT02,WT,
AN0067-Ca,AN0067-C,CMS,Cameroon,Zembe-Borongo,F,F5,F5,F5
AN0067-Cb,AN0067-C,CMS,Cameroon,Zembe-Borongo,F,WT01,WT,
AN0068-Ca,AN0068-C,CMS,Cameroon,Zembe-Borongo,F,WT11,WT,
AN0068-Cb,AN0068-C,CMS,Cameroon,Zembe-Borongo,F,FX03,FX,
AN0069-Ca,AN0069-C,CMS,Cameroon,Zembe-Borongo,F,WT05,WT,
AN0069-Cb,AN0069-C,CMS,Cameroon,Zembe-Borongo,F,WT01,WT,
AN0070-Ca,AN0070-C,CMS,Cameroon,Zembe-Borongo,F,WT31,WT,
AN0070-Cb,AN0070-C,CMS,Cameroon,Zembe-Borongo,F,WT01,WT,
AN0071-Ca,AN0071-C,CMS,Cameroon,Zembe-Borongo,F,WT02,WT,
AN0071-Cb,AN0071-C,CMS,Cameroon,Zembe-Borongo,F,WT01,WT,
AN0072-Ca,AN0072-C,CMS,Cameroon,Zembe-Borongo,F,F5,F5,F5
AN0072-Cb,AN0072-C,CMS,Cameroon,Zembe-Borongo,F,S5,S5,S5
AN0073-Ca,AN0073-C,CMS,Cameroon,Zembe-Borongo,F,WT02,WT,
AN0073-Cb,AN0073-C,CMS,Cameroon,Zembe-Borongo,F,F5,F5,F5
AN0074-Ca,AN0074-C,CMS,Cameroon,Zembe-Borongo,F,FX04,FX,
AN0074-Cb,AN0074-C,CMS,Cameroon,Zembe-Borongo,F,WT44,WT,
AN0075-Ca,AN0075-C,CMS,Cameroon,Zembe-Borongo,F,F5,F5,F5
AN0075-Cb,AN0075-C,CMS,Cameroon,Zembe-Borongo,F,F1,F1,F1
AN0076-Ca,AN0076-C,CMS,Cameroon,Zembe-Borongo,F,F4,FX,F4
AN0076-Cb,AN0076-C,CMS,Cameroon,Zembe-Borongo,F,WT01,WT,
AN0077-Ca,AN0077-C,CMS,Cameroon,Zembe-Borongo,F,WT04,WT,
AN0077-Cb,AN0077-C,CMS,Cameroon,Zembe-Borongo,F,WT10,WT,
AN0079-Ca,AN0079-C,CMS,Cameroon,Zembe-Borongo,F,WT01,WT,
AN0079-Cb,AN0079-C,CMS,Cameroon,Zembe-Borongo,F,WT05,WT,
AN0080-Ca,AN0080-C,CMS,Cameroon,Zembe-Borongo,F,WT01,WT,
AN0080-Cb,AN0080-C,CMS,Cameroon,Zembe-Borongo,F,F5,F5,F5
AN0081-Ca,AN0081-C,CMS,Cameroon,Zembe-Borongo,F,WT12,WT,
AN0081-Cb,AN0081-C,CMS,Cameroon,Zembe-Borongo,F,WT04,WT,
AN0082-Ca,AN0082-C,CMS,Cameroon,Zembe-Borongo,F,F4,F4,
AN0082-Cb,AN0082-C,CMS,Cameroon,Zembe-Borongo,F,WT02,WT,
AN0083-Ca,AN0083-C,CMS,Cameroon,Zembe-Borongo,F,F5,F5,F5
AN0083-Cb,AN0083-C,CMS,Cameroon,Zembe-Borongo,F,WT11,WT,F5
AN0084-Ca,AN0084-C,CMS,Cameroon,Zembe-Borongo,F,WT01,WT,
AN0084-Cb,AN0084-C,CMS,Cameroon,Zembe-Borongo,F,WT29,WT,
AN0085-Ca,AN0085-C,CMS,Cameroon,Gado-Badzere,F,F1,F1,F1
AN0085-Cb,AN0085-C,CMS,Cameroon,Gado-Badzere,F,S5,S5,S5
AN0086-Ca,AN0086-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0086-Cb,AN0086-C,CMS,Cameroon,Gado-Badzere,F,WT01,WT,
AN0087-Ca,AN0087-C,CMS,Cameroon,Gado-Badzere,F,WT32,WT,
AN0087-Cb,AN0087-C,CMS,Cameroon,Gado-Badzere,F,WT01,WT,
AN0088-Ca,AN0088-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0088-Cb,AN0088-C,CMS,Cameroon,Gado-Badzere,F,F3,F3,F3
AN0089-Ca,AN0089-C,CMS,Cameroon,Gado-Badzere,F,S5,S5,S5
AN0089-Cb,AN0089-C,CMS,Cameroon,Gado-Badzere,F,S4,S4,S4
AN0090-Ca,AN0090-C,CMS,Cameroon,Gado-Badzere,F,F4,F4,F4
AN0090-Cb,AN0090-C,CMS,Cameroon,Gado-Badzere,F,WT12,WT,
AN0091-Ca,AN0091-C,CMS,Cameroon,Gado-Badzere,F,S4,S4,S4
AN0091-Cb,AN0091-C,CMS,Cameroon,Gado-Badzere,F,F4,F4,
AN0092-Ca,AN0092-C,CMS,Cameroon,Gado-Badzere,F,S5,S5,S5
AN0092-Cb,AN0092-C,CMS,Cameroon,Gado-Badzere,F,F4,F4,F4
AN0093-Ca,AN0093-C,CMS,Cameroon,Gado-Badzere,F,S4,S4,S4
AN0093-Cb,AN0093-C,CMS,Cameroon,Gado-Badzere,F,S5,S5,S5
AN0094-Ca,AN0094-C,CMS,Cameroon,Gado-Badzere,F,WT01,WT,
AN0094-Cb,AN0094-C,CMS,Cameroon,Gado-Badzere,F,WT13,WT,
AN0095-Ca,AN0095-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0095-Cb,AN0095-C,CMS,Cameroon,Gado-Badzere,F,SX02,SX,F5
AN0096-Ca,AN0096-C,CMS,Cameroon,Gado-Badzere,F,S4,S4,S4
AN0096-Cb,AN0096-C,CMS,Cameroon,Gado-Badzere,F,S2,S2,S2
AN0097-Ca,AN0097-C,CMS,Cameroon,Gado-Badzere,F,WT01,WT,
AN0097-Cb,AN0097-C,CMS,Cameroon,Gado-Badzere,F,S4,S4,S4
AN0098-Ca,AN0098-C,CMS,Cameroon,Gado-Badzere,F,F4,F4,F4
AN0098-Cb,AN0098-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0099-Ca,AN0099-C,CMS,Cameroon,Gado-Badzere,F,WT06,WT,
AN0099-Cb,AN0099-C,CMS,Cameroon,Gado-Badzere,F,F5,FX,F5
AN0100-Ca,AN0100-C,CMS,Cameroon,Gado-Badzere,F,WT01,WT,
AN0100-Cb,AN0100-C,CMS,Cameroon,Gado-Badzere,F,F2,F2,F2
AN0101-Ca,AN0101-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0101-Cb,AN0101-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0102-Ca,AN0102-C,CMS,Cameroon,Gado-Badzere,F,F3,F3,F3
AN0102-Cb,AN0102-C,CMS,Cameroon,Gado-Badzere,F,WT01,WT,
AN0103-Ca,AN0103-C,CMS,Cameroon,Gado-Badzere,F,F4,F4,F4
AN0103-Cb,AN0103-C,CMS,Cameroon,Gado-Badzere,F,S4,S4,S4
AN0104-Ca,AN0104-C,CMS,Cameroon,Gado-Badzere,F,FX05,FX,
AN0104-Cb,AN0104-C,CMS,Cameroon,Gado-Badzere,F,WT13,WT,
AN0105-Ca,AN0105-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0105-Cb,AN0105-C,CMS,Cameroon,Gado-Badzere,F,WT01,WT,
AN0106-Ca,AN0106-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0106-Cb,AN0106-C,CMS,Cameroon,Gado-Badzere,F,F4,F4,
AN0107-Ca,AN0107-C,CMS,Cameroon,Gado-Badzere,F,S5,S5,S5
AN0107-Cb,AN0107-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0108-Ca,AN0108-C,CMS,Cameroon,Gado-Badzere,F,F3,FX,F3
AN0108-Cb,AN0108-C,CMS,Cameroon,Gado-Badzere,F,WT01,WT,
AN0109-Ca,AN0109-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0109-Cb,AN0109-C,CMS,Cameroon,Gado-Badzere,F,F3,F3,F3
AN0111-Ca,AN0111-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0111-Cb,AN0111-C,CMS,Cameroon,Gado-Badzere,F,F3,F3,F3
AN0112-Ca,AN0112-C,CMS,Cameroon,Gado-Badzere,F,WT01,WT,
AN0112-Cb,AN0112-C,CMS,Cameroon,Gado-Badzere,F,WT08,WT,
AN0113-Ca,AN0113-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0113-Cb,AN0113-C,CMS,Cameroon,Gado-Badzere,F,WT01,WT,
AN0114-Ca,AN0114-C,CMS,Cameroon,Gado-Badzere,F,S4,S4,S4
AN0114-Cb,AN0114-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0115-Ca,AN0115-C,CMS,Cameroon,Gado-Badzere,F,WT08,WT,
AN0115-Cb,AN0115-C,CMS,Cameroon,Gado-Badzere,F,WT01,WT,
AN0117-Ca,AN0117-C,CMS,Cameroon,Gado-Badzere,F,F5,F5,F5
AN0117-Cb,AN0117-C,CMS,Cameroon,Gado-Badzere,F,WT02,WT,
AN0120-Ca,AN0120-C,CMS,Cameroon,Gado-Badzere,F,WT02,WT,
AN0120-Cb,AN0120-C,CMS,Cameroon,Gado-Badzere,F,F4,F4,
AN0121-Ca,AN0121-C,CMS,Cameroon,Gado-Badzere,F,F4,F4,F4
AN0121-Cb,AN0121-C,CMS,Cameroon,Gado-Badzere,F,WT14,WT,
AN0122-Ca,AN0122-C,CMS,Cameroon,Mayos,M,S4,S4,S4
AN0122-Cb,AN0122-C,CMS,Cameroon,Mayos,M,F5,F5,F5
AN0123-Ca,AN0123-C,CMS,Cameroon,Mayos,M,F5,F5,F5
AN0123-Cb,AN0123-C,CMS,Cameroon,Mayos,M,WT01,WT,
AN0124-Ca,AN0124-C,CMS,Cameroon,Mayos,M,F3,F3,F3
AN0124-Cb,AN0124-C,CMS,Cameroon,Mayos,M,F1,F1,F1
AN0125-Ca,AN0125-C,CMS,Cameroon,Mayos,M,F4,F4,F4
AN0125-Cb,AN0125-C,CMS,Cameroon,Mayos,M,WT06,WT,
AN0126-Ca,AN0126-C,CMS,Cameroon,Mayos,M,WT06,WT,
AN0126-Cb,AN0126-C,CMS,Cameroon,Mayos,M,WT04,WT,
AN0127-Ca,AN0127-C,CMS,Cameroon,Mayos,M,F5,F5,F5
AN0127-Cb,AN0127-C,CMS,Cameroon,Mayos,M,F3,F3,F3
AN0128-Ca,AN0128-C,CMS,Cameroon,Mayos,M,F5,F5,F5
AN0128-Cb,AN0128-C,CMS,Cameroon,Mayos,M,F5,F5,F5
AN0129-Ca,AN0129-C,CMS,Cameroon,Mayos,M,WT10,WT,
AN0129-Cb,AN0129-C,CMS,Cameroon,Mayos,M,F3,F3,F3
AN0130-Ca,AN0130-C,CMS,Cameroon,Mayos,M,S4,S4,S4
AN0130-Cb,AN0130-C,CMS,Cameroon,Mayos,M,F5,F5,F5
AN0131-Ca,AN0131-C,CMS,Cameroon,Mayos,M,F2,F2,F2
AN0131-Cb,AN0131-C,CMS,Cameroon,Mayos,M,S5,S5,S5
AN0132-Ca,AN0132-C,CMS,Cameroon,Mayos,M,WT01,WT,
AN0132-Cb,AN0132-C,CMS,Cameroon,Mayos,M,F5,F5,F5
AN0134-Ca,AN0134-C,CMS,Cameroon,Mayos,M,WT02,WT,
AN0134-Cb,AN0134-C,CMS,Cameroon,Mayos,M,F5,FX,F5
AN0135-Ca,AN0135-C,CMS,Cameroon,Mayos,M,WT01,WT,
AN0135-Cb,AN0135-C,CMS,Cameroon,Mayos,M,WT01,WT,
AN0136-Ca,AN0136-C,CMS,Cameroon,Mayos,M,F5,F5,F5
AN0136-Cb,AN0136-C,CMS,Cameroon,Mayos,M,WT05,WT,
AN0137-Ca,AN0137-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0137-Cb,AN0137-C,CMS,Cameroon,Mayos,F,F3,F3,F3
AN0138-Ca,AN0138-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0138-Cb,AN0138-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0139-Ca,AN0139-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0139-Cb,AN0139-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0140-Ca,AN0140-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0140-Cb,AN0140-C,CMS,Cameroon,Mayos,F,S2,S2,S2
AN0141-Ca,AN0141-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0141-Cb,AN0141-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0143-Ca,AN0143-C,CMS,Cameroon,Mayos,F,WT05,WT,F3
AN0143-Cb,AN0143-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0147-Ca,AN0147-C,CMS,Cameroon,Mayos,F,WT10,WT,
AN0147-Cb,AN0147-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0149-Ca,AN0149-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0149-Cb,AN0149-C,CMS,Cameroon,Mayos,F,WT01,WT,
AN0151-Ca,AN0151-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0151-Cb,AN0151-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0152-Ca,AN0152-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0152-Cb,AN0152-C,CMS,Cameroon,Mayos,F,WT06,WT,
AN0153-Ca,AN0153-C,CMS,Cameroon,Mayos,F,WT05,WT,
AN0153-Cb,AN0153-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0154-Ca,AN0154-C,CMS,Cameroon,Mayos,F,WT06,WT,
AN0154-Cb,AN0154-C,CMS,Cameroon,Mayos,F,WT01,WT,
AN0155-Ca,AN0155-C,CMS,Cameroon,Mayos,F,S2,S2,S2
AN0155-Cb,AN0155-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0156-Ca,AN0156-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0156-Cb,AN0156-C,CMS,Cameroon,Mayos,F,S4,S4,S4
AN0157-Ca,AN0157-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0157-Cb,AN0157-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0158-Ca,AN0158-C,CMS,Cameroon,Mayos,F,S4,S4,S4
AN0158-Cb,AN0158-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0159-Ca,AN0159-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0159-Cb,AN0159-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0160-Ca,AN0160-C,CMS,Cameroon,Mayos,F,S4,S4,S4
AN0160-Cb,AN0160-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0162-Ca,AN0162-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0162-Cb,AN0162-C,CMS,Cameroon,Mayos,F,S4,S4,S4
AN0163-Ca,AN0163-C,CMS,Cameroon,Mayos,F,F4,F4,F4
AN0163-Cb,AN0163-C,CMS,Cameroon,Mayos,F,F1,F1,F1
AN0164-Ca,AN0164-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0164-Cb,AN0164-C,CMS,Cameroon,Mayos,F,F2,F2,F2
AN0165-Ca,AN0165-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0165-Cb,AN0165-C,CMS,Cameroon,Mayos,F,F2,F2,F2
AN0166-Ca,AN0166-C,CMS,Cameroon,Mayos,F,S4,S4,S4
AN0166-Cb,AN0166-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0167-Ca,AN0167-C,CMS,Cameroon,Mayos,F,F1,F1,F1
AN0167-Cb,AN0167-C,CMS,Cameroon,Mayos,F,WT11,WT,F5
AN0168-Ca,AN0168-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0168-Cb,AN0168-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0169-Ca,AN0169-C,CMS,Cameroon,Mayos,F,S4,S4,S4
AN0169-Cb,AN0169-C,CMS,Cameroon,Mayos,F,WT27,WT,
AN0170-Ca,AN0170-C,CMS,Cameroon,Mayos,F,SX03,SX,F1
AN0170-Cb,AN0170-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0171-Ca,AN0171-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0171-Cb,AN0171-C,CMS,Cameroon,Mayos,F,F1,F1,F1
AN0172-Ca,AN0172-C,CMS,Cameroon,Mayos,F,F4,F4,F4
AN0172-Cb,AN0172-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0173-Ca,AN0173-C,CMS,Cameroon,Mayos,F,S4,S4,S4
AN0173-Cb,AN0173-C,CMS,Cameroon,Mayos,F,F1,F1,F1
AN0174-Ca,AN0174-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0174-Cb,AN0174-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0175-Ca,AN0175-C,CMS,Cameroon,Mayos,F,WT16,WT,
AN0175-Cb,AN0175-C,CMS,Cameroon,Mayos,F,S2,S2,S2
AN0176-Ca,AN0176-C,CMS,Cameroon,Mayos,F,WT16,WT,
AN0176-Cb,AN0176-C,CMS,Cameroon,Mayos,F,F2,F2,F2
AN0177-Ca,AN0177-C,CMS,Cameroon,Mayos,F,WT11,WT,F5
AN0177-Cb,AN0177-C,CMS,Cameroon,Mayos,F,F1,F1,F1
AN0178-Ca,AN0178-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0178-Cb,AN0178-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0179-Ca,AN0179-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0179-Cb,AN0179-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0180-Ca,AN0180-C,CMS,Cameroon,Mayos,F,WT06,WT,
AN0180-Cb,AN0180-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0181-Ca,AN0181-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0181-Cb,AN0181-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0182-Ca,AN0182-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0182-Cb,AN0182-C,CMS,Cameroon,Mayos,F,F1,F1,F1
AN0183-Ca,AN0183-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0183-Cb,AN0183-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0184-Ca,AN0184-C,CMS,Cameroon,Mayos,F,S4,S4,S4
AN0184-Cb,AN0184-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0185-Ca,AN0185-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0185-Cb,AN0185-C,CMS,Cameroon,Mayos,F,WT06,WT,
AN0186-Ca,AN0186-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0186-Cb,AN0186-C,CMS,Cameroon,Mayos,F,S4,S4,S4
AN0187-Ca,AN0187-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0187-Cb,AN0187-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0188-Ca,AN0188-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0188-Cb,AN0188-C,CMS,Cameroon,Mayos,F,WT06,WT,
AN0189-Ca,AN0189-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0189-Cb,AN0189-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0190-Ca,AN0190-C,CMS,Cameroon,Mayos,F,F1,F1,F1
AN0190-Cb,AN0190-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0191-Ca,AN0191-C,CMS,Cameroon,Mayos,F,WT45,WT,
AN0191-Cb,AN0191-C,CMS,Cameroon,Mayos,F,F1,F1,F1
AN0192-Ca,AN0192-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0192-Cb,AN0192-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0193-Ca,AN0193-C,CMS,Cameroon,Mayos,F,WT01,WT,
AN0193-Cb,AN0193-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0194-Ca,AN0194-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0194-Cb,AN0194-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0196-Ca,AN0196-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0196-Cb,AN0196-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0197-Ca,AN0197-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0197-Cb,AN0197-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0198-Ca,AN0198-C,CMS,Cameroon,Mayos,F,WT01,WT,
AN0198-Cb,AN0198-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0199-Ca,AN0199-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0199-Cb,AN0199-C,CMS,Cameroon,Mayos,F,F1,F1,F1
AN0200-Ca,AN0200-C,CMS,Cameroon,Mayos,F,F3,F3,F3
AN0200-Cb,AN0200-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0201-Ca,AN0201-C,CMS,Cameroon,Mayos,F,F1,F1,F1
AN0201-Cb,AN0201-C,CMS,Cameroon,Mayos,F,F2,F2,F2
AN0202-Ca,AN0202-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0202-Cb,AN0202-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0203-Ca,AN0203-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0203-Cb,AN0203-C,CMS,Cameroon,Mayos,F,WT16,WT,
AN0204-Ca,AN0204-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0204-Cb,AN0204-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0205-Ca,AN0205-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0205-Cb,AN0205-C,CMS,Cameroon,Mayos,F,WT05,WT,
AN0206-Ca,AN0206-C,CMS,Cameroon,Mayos,F,WT01,WT,
AN0206-Cb,AN0206-C,CMS,Cameroon,Mayos,F,WT10,WT,
AN0207-Ca,AN0207-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0207-Cb,AN0207-C,CMS,Cameroon,Mayos,F,F1,F1,F1
AN0208-Ca,AN0208-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0208-Cb,AN0208-C,CMS,Cameroon,Mayos,F,S5,SX,S5
AN0209-Ca,AN0209-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0209-Cb,AN0209-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0210-Ca,AN0210-C,CMS,Cameroon,Mayos,F,WT01,WT,
AN0210-Cb,AN0210-C,CMS,Cameroon,Mayos,F,F4,F4,F4
AN0212-Ca,AN0212-C,CMS,Cameroon,Mayos,F,WT04,WT,
AN0212-Cb,AN0212-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0213-Ca,AN0213-C,CMS,Cameroon,Mayos,F,WT01,WT,
AN0213-Cb,AN0213-C,CMS,Cameroon,Mayos,F,F4,F4,F4
AN0214-Ca,AN0214-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0214-Cb,AN0214-C,CMS,Cameroon,Mayos,F,S4,S4,S4
AN0215-Ca,AN0215-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0215-Cb,AN0215-C,CMS,Cameroon,Mayos,F,S4,S4,S4
AN0217-Ca,AN0217-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0217-Cb,AN0217-C,CMS,Cameroon,Mayos,F,WT02,WT,
AN0218-Ca,AN0218-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0218-Cb,AN0218-C,CMS,Cameroon,Mayos,F,WT08,WT,
AN0219-Ca,AN0219-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0219-Cb,AN0219-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0220-Ca,AN0220-C,CMS,Cameroon,Mayos,F,WT46,WT,
AN0220-Cb,AN0220-C,CMS,Cameroon,Mayos,F,F5,FX,
AN0221-Ca,AN0221-C,CMS,Cameroon,Mayos,F,S5,S5,S5
AN0221-Cb,AN0221-C,CMS,Cameroon,Mayos,F,F5,F5,F5
AN0222-Ca,AN0222-C,CMS,Cameroon,Daiguene,M,F5,F5,F5
AN0222-Cb,AN0222-C,CMS,Cameroon,Daiguene,M,F1,F1,F1
AN0223-Ca,AN0223-C,CMS,Cameroon,Daiguene,M,S4,S4,S4
AN0223-Cb,AN0223-C,CMS,Cameroon,Daiguene,M,F5,F5,F5
AN0224-Ca,AN0224-C,CMS,Cameroon,Daiguene,M,WT33,WT,
AN0224-Cb,AN0224-C,CMS,Cameroon,Daiguene,M,F4,F4,F4
AN0225-Ca,AN0225-C,CMS,Cameroon,Daiguene,M,F5,F5,F5
AN0225-Cb,AN0225-C,CMS,Cameroon,Daiguene,M,F1,F1,F1
AN0226-Ca,AN0226-C,CMS,Cameroon,Daiguene,M,F5,F5,F5
AN0226-Cb,AN0226-C,CMS,Cameroon,Daiguene,M,F5,F5,F5
AN0227-Ca,AN0227-C,CMS,Cameroon,Daiguene,M,S4,S4,S4
AN0227-Cb,AN0227-C,CMS,Cameroon,Daiguene,M,F4,F4,F4
AN0228-Ca,AN0228-C,CMS,Cameroon,Daiguene,M,F5,F5,F5
AN0228-Cb,AN0228-C,CMS,Cameroon,Daiguene,M,F1,F1,F1
AN0229-Ca,AN0229-C,CMS,Cameroon,Daiguene,M,F4,F4,F4
AN0229-Cb,AN0229-C,CMS,Cameroon,Daiguene,M,F2,F2,F2
AN0230-Ca,AN0230-C,CMS,Cameroon,Daiguene,M,S4,S4,S4
AN0230-Cb,AN0230-C,CMS,Cameroon,Daiguene,M,S5,S5,S5
AN0231-Ca,AN0231-C,CMS,Cameroon,Daiguene,M,F5,F5,F5
AN0231-Cb,AN0231-C,CMS,Cameroon,Daiguene,M,F1,F1,F1
AN0233-Ca,AN0233-C,CMS,Cameroon,Daiguene,M,F3,F3,F3
AN0233-Cb,AN0233-C,CMS,Cameroon,Daiguene,M,F1,F1,F1
AN0234-Ca,AN0234-C,CMS,Cameroon,Daiguene,M,WT01,WT,
AN0234-Cb,AN0234-C,CMS,Cameroon,Daiguene,M,S5,S5,S5
AN0235-Ca,AN0235-C,CMS,Cameroon,Daiguene,M,S4,S4,S4
AN0235-Cb,AN0235-C,CMS,Cameroon,Daiguene,M,F5,F5,F5
AN0236-Ca,AN0236-C,CMS,Cameroon,Daiguene,M,F5,F5,F5
AN0236-Cb,AN0236-C,CMS,Cameroon,Daiguene,M,WT05,WT,F3
AN0237-Ca,AN0237-C,CMS,Cameroon,Daiguene,F,WT02,WT,
AN0237-Cb,AN0237-C,CMS,Cameroon,Daiguene,F,WT01,WT,
AN0238-Ca,AN0238-C,CMS,Cameroon,Daiguene,F,S4,S4,S4
AN0238-Cb,AN0238-C,CMS,Cameroon,Daiguene,F,WT05,WT,
AN0239-Ca,AN0239-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0239-Cb,AN0239-C,CMS,Cameroon,Daiguene,F,WT04,WT,
AN0240-Ca,AN0240-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0240-Cb,AN0240-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0241-Ca,AN0241-C,CMS,Cameroon,Daiguene,F,WT04,WT,
AN0241-Cb,AN0241-C,CMS,Cameroon,Daiguene,F,WT01,WT,
AN0242-Ca,AN0242-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
AN0242-Cb,AN0242-C,CMS,Cameroon,Daiguene,F,F5,F5,F5
